,selling_price
58148,558000
58149,558000
58150,558000
58151,558000
58152,558000
58153,558000
58154,558000
58155,560000
58156,560000
58157,560000
58158,560000
58159,560000
58160,560000
58161,560000
58162,560000
58163,560000
58164,560000
58165,560000
58166,560000
58167,560000
58168,560000
58169,560000
58170,560000
58171,560000
58172,560000
58173,560000
58174,560000
58175,560000
58176,560000
58177,560000
58178,560000
58179,560000
58180,560000
58181,560000
58182,560000
58183,560000
58184,560000
58185,560000
58186,560000
58187,560000
58188,560000
58189,560000
58190,560000
58191,560000
58192,560000
58193,560000
58194,560000
58195,560000
58196,560000
58197,560000
58198,560000
58199,560000
58200,560000
58201,560000
58202,560000
58203,560000
58204,560000
58205,560000
58206,560000
58207,560000
58208,560000
58209,560000
58210,560000
58211,560000
58212,560000
58213,560000
58214,560000
58215,560000
58216,560000
58217,560000
58218,560000
58219,560000
58220,560000
58221,560000
58222,560000
58223,560000
58224,560000
58225,560000
58226,560000
58227,560000
58228,560000
58229,560000
58230,560000
58231,560000
58232,560000
58233,560000
58234,560000
58235,560000
58236,560000
58237,560000
58238,560000
58239,560000
58240,560000
58241,560000
58242,560000
58243,560000
58244,560000
58245,560000
58246,560000
58247,560000
58248,560000
58249,560000
58250,560000
58251,560000
58252,560000
58253,560000
58254,560000
58255,560000
58256,560000
58257,560000
58258,560000
58259,560000
58260,560000
58261,560000
58262,560000
58263,560000
58264,560000
58265,560000
58266,560000
58267,560000
58268,560000
58269,560000
58270,560000
58271,560000
58272,560000
58273,560000
58274,560000
58275,560000
58276,560000
58277,560000
58278,560000
58279,560000
58280,560000
58281,560000
58282,560000
58283,560000
58284,560000
58285,560000
58286,560000
58287,560000
58288,560000
58289,560000
58290,560000
58291,560000
58292,560000
58293,560000
58294,560000
58295,560000
58296,560000
58297,560000
58298,560000
58299,560000
58300,560000
58301,560000
58302,560000
58303,560000
58304,560000
58305,560000
58306,560000
58307,560000
58308,560000
58309,560000
58310,560000
58311,560000
58312,560000
58313,560000
58314,560000
58315,560000
58316,560000
58317,560000
58318,560000
58319,560000
58320,560000
58321,560000
58322,560000
58323,560000
58324,560000
58325,560000
58326,560000
58327,560000
58328,560000
58329,561000
58330,561000
58331,561000
58332,561000
58333,561000
58334,561000
58335,561000
58336,561000
58337,561000
58338,561000
58339,561000
58340,561000
58341,561000
58342,561000
58343,561000
58344,561000
58345,561000
58346,561000
58347,561000
58348,561000
58349,561000
58350,561000
58351,561000
58352,561000
58353,561000
58354,561000
58355,561000
58356,561000
58357,561000
58358,561000
58359,561000
58360,561000
58361,561000
58362,561000
58363,561000
58364,561000
58365,561000
58366,561000
58367,561000
58368,561000
58369,561000
58370,561000
58371,561000
58372,561000
58373,561000
58374,561000
58375,561000
58376,561000
58377,561000
58378,561000
58379,561000
58380,561000
58381,561000
58382,561000
58383,561000
58384,561000
58385,561000
58386,561000
58387,561000
58388,561000
58389,561000
58390,561000
58391,561000
58392,561000
58393,561000
58394,561000
58395,561000
58396,561000
58397,561000
58398,561000
58399,561000
58400,561000
58401,561000
58402,561000
58403,561000
58404,561000
58405,561000
58406,561000
58407,561000
58408,561000
58409,561000
58410,561000
58411,561000
58412,561000
58413,561000
58414,561000
58415,561000
58416,561000
58417,561000
58418,561000
58419,561000
58420,561000
58421,561000
58422,561000
58423,561000
58424,561000
58425,561000
58426,561000
58427,561000
58428,561000
58429,561000
58430,561000
58431,561000
58432,561000
58433,561000
58434,561000
58435,561000
58436,561000
58437,561000
58438,561000
58439,561000
58440,561000
58441,561000
58442,561000
58443,561000
58444,561000
58445,561000
58446,561000
58447,561000
58448,561000
58449,561000
58450,561000
58451,561000
58452,561000
58453,561000
58454,561000
58455,561000
58456,561000
58457,561000
58458,561000
58459,561000
58460,561000
58461,561000
58462,561000
58463,561000
58464,561000
58465,561000
58466,561000
58467,561000
58468,561000
58469,561000
58470,561000
58471,561000
58472,561000
58473,561000
58474,561000
58475,561000
58476,561000
58477,561000
58478,561000
58479,561000
58480,561000
58481,561000
58482,561000
58483,561000
58484,561000
58485,561000
58486,561000
58487,561000
58488,561000
58489,561000
58490,561000
58491,561000
58492,561000
58493,561000
58494,561000
58495,561000
58496,561000
58497,561000
58498,561000
58499,561000
58500,561000
58501,561000
58502,561000
58503,561000
58504,561000
58505,561000
58506,561000
58507,561000
58508,561000
58509,561000
58510,561000
58511,561000
58512,561000
58513,561000
58514,561000
58515,561000
58516,561000
58517,561000
58518,561000
58519,561000
58520,561000
58521,561000
58522,561000
58523,561000
58524,562000
58525,562000
58526,562000
58527,562000
58528,562000
58529,562000
58530,562000
58531,562000
58532,562000
58533,562000
58534,562000
58535,562000
58536,562000
58537,562000
58538,562000
58539,562000
58540,562000
58541,562000
58542,562000
58543,562000
58544,562000
58545,562000
58546,562000
58547,562000
58548,562000
58549,562000
58550,562000
58551,562000
58552,562000
58553,562000
58554,562000
58555,562000
58556,562000
58557,562000
58558,562000
58559,562000
58560,562000
58561,562000
58562,562000
58563,562000
58564,562000
58565,562000
58566,562000
58567,562000
58568,562000
58569,562000
58570,562000
58571,562000
58572,562000
58573,562000
58574,562000
58575,562000
58576,562000
58577,562000
58578,562000
58579,562000
58580,562000
58581,562000
58582,562000
58583,562000
58584,562000
58585,562000
58586,562000
58587,562000
58588,562000
58589,562000
58590,562000
58591,562000
58592,562000
58593,562000
58594,562000
58595,562000
58596,562000
58597,562000
58598,562000
58599,562000
58600,562000
58601,562000
58602,562000
58603,562000
58604,562000
58605,562000
58606,562000
58607,562000
58608,562000
58609,562000
58610,562000
58611,562000
58612,562000
58613,562000
58614,562000
58615,562000
58616,562000
58617,562000
58618,562000
58619,562000
58620,562000
58621,562000
58622,562000
58623,562000
58624,562000
58625,562000
58626,562000
58627,562000
58628,562000
58629,562000
58630,562000
58631,562000
58632,562000
58633,562000
58634,562000
58635,562000
58636,562000
58637,562000
58638,562000
58639,562000
58640,562000
58641,562000
58642,562000
58643,562000
58644,562000
58645,562000
58646,562000
58647,562000
58648,562000
58649,562000
58650,562000
58651,562000
58652,562000
58653,562000
58654,562000
58655,562000
58656,562000
58657,562000
58658,562000
58659,562000
58660,562000
58661,562000
58662,562000
58663,562000
58664,562000
58665,562000
58666,562000
58667,562000
58668,562000
58669,562000
58670,562000
58671,562000
58672,562000
58673,562000
58674,562000
58675,562000
58676,562000
58677,562000
58678,562000
58679,562000
58680,562000
58681,562000
58682,562000
58683,562000
58684,562000
58685,562000
58686,562000
58687,562000
58688,562000
58689,562000
58690,562000
58691,562000
58692,562000
58693,562000
58694,562000
58695,562000
58696,562000
58697,562000
58698,562000
58699,562000
58700,562000
58701,562000
58702,562000
58703,562000
58704,562000
58705,562000
58706,562000
58707,562000
58708,562000
58709,562000
58710,562000
58711,562000
58712,562000
58713,562000
58714,562000
58715,562000
58716,562000
58717,562000
58718,563000
58719,563000
58720,563000
58721,563000
58722,563000
58723,563000
58724,563000
58725,563000
58726,563000
58727,563000
58728,563000
58729,563000
58730,563000
58731,563000
58732,563000
58733,563000
58734,563000
58735,563000
58736,563000
58737,563000
58738,563000
58739,563000
58740,563000
58741,563000
58742,563000
58743,563000
58744,563000
58745,563000
58746,563000
58747,563000
58748,563000
58749,563000
58750,563000
58751,563000
58752,563000
58753,563000
58754,563000
58755,563000
58756,563000
58757,563000
58758,563000
58759,563000
58760,563000
58761,563000
58762,563000
58763,563000
58764,563000
58765,563000
58766,563000
58767,563000
58768,563000
58769,563000
58770,563000
58771,563000
58772,563000
58773,563000
58774,563000
58775,563000
58776,563000
58777,563000
58778,563000
58779,563000
58780,563000
58781,563000
58782,563000
58783,563000
58784,563000
58785,563000
58786,563000
58787,563000
58788,563000
58789,563000
58790,563000
58791,563000
58792,563000
58793,563000
58794,563000
58795,563000
58796,563000
58797,563000
58798,563000
58799,563000
58800,563000
58801,563000
58802,563000
58803,563000
58804,563000
58805,563000
58806,563000
58807,563000
58808,563000
58809,563000
58810,563000
58811,563000
58812,563000
58813,563000
58814,563000
58815,563000
58816,563000
58817,563000
58818,563000
58819,563000
58820,563000
58821,563000
58822,563000
58823,563000
58824,563000
58825,563000
58826,563000
58827,563000
58828,563000
58829,563000
58830,563000
58831,563000
58832,563000
58833,563000
58834,563000
58835,563000
58836,563000
58837,563000
58838,563000
58839,563000
58840,563000
58841,563000
58842,563000
58843,563000
58844,563000
58845,563000
58846,563000
58847,563000
58848,563000
58849,563000
58850,563000
58851,563000
58852,563000
58853,563000
58854,563000
58855,563000
58856,563000
58857,563000
58858,563000
58859,563000
58860,563000
58861,563000
58862,563000
58863,563000
58864,563000
58865,563000
58866,563000
58867,563000
58868,563000
58869,563000
58870,563000
58871,563000
58872,563000
58873,563000
58874,563000
58875,563000
58876,563000
58877,563000
58878,563000
58879,563000
58880,563000
58881,563000
58882,563000
58883,563000
58884,563000
58885,563000
58886,563000
58887,563000
58888,563000
58889,563000
58890,563000
58891,563000
58892,563000
58893,563000
58894,563000
58895,563000
58896,563000
58897,563000
58898,563000
58899,563000
58900,563000
58901,563000
58902,563000
58903,563000
58904,563000
58905,563000
58906,563000
58907,563000
58908,563000
58909,563000
58910,563000
58911,563000
58912,563000
58913,565000
58914,565000
58915,565000
58916,565000
58917,565000
58918,565000
58919,565000
58920,565000
58921,565000
58922,565000
58923,565000
58924,565000
58925,565000
58926,565000
58927,565000
58928,565000
58929,565000
58930,565000
58931,565000
58932,565000
58933,565000
58934,565000
58935,565000
58936,565000
58937,565000
58938,565000
58939,565000
58940,565000
58941,565000
58942,565000
58943,565000
58944,565000
58945,565000
58946,565000
58947,565000
58948,565000
58949,565000
58950,565000
58951,565000
58952,565000
58953,565000
58954,565000
58955,565000
58956,565000
58957,565000
58958,565000
58959,565000
58960,565000
58961,565000
58962,565000
58963,565000
58964,565000
58965,565000
58966,565000
58967,565000
58968,565000
58969,565000
58970,565000
58971,565000
58972,565000
58973,565000
58974,565000
58975,565000
58976,565000
58977,565000
58978,565000
58979,565000
58980,565000
58981,565000
58982,565000
58983,565000
58984,565000
58985,565000
58986,565000
58987,565000
58988,565000
58989,565000
58990,565000
58991,565000
58992,565000
58993,565000
58994,565000
58995,565000
58996,565000
58997,565000
58998,565000
58999,565000
59000,565000
59001,565000
59002,565000
59003,565000
59004,565000
59005,565000
59006,565000
59007,565000
59008,565000
59009,565000
59010,565000
59011,565000
59012,565000
59013,565000
59014,565000
59015,565000
59016,565000
59017,565000
59018,565000
59019,565000
59020,565000
59021,565000
59022,565000
59023,565000
59024,565000
59025,565000
59026,565000
59027,565000
59028,565000
59029,565000
59030,565000
59031,565000
59032,565000
59033,565000
59034,565000
59035,565000
59036,565000
59037,565000
59038,565000
59039,565000
59040,565000
59041,565000
59042,565000
59043,565000
59044,565000
59045,565000
59046,565000
59047,565000
59048,565000
59049,565000
59050,565000
59051,565000
59052,565000
59053,565000
59054,565000
59055,565000
59056,565000
59057,565000
59058,565000
59059,565000
59060,565000
59061,565000
59062,565000
59063,565000
59064,565000
59065,565000
59066,565000
59067,565000
59068,565000
59069,565000
59070,565000
59071,565000
59072,565000
59073,565000
59074,565000
59075,565000
59076,565000
59077,565000
59078,565000
59079,565000
59080,565000
59081,565000
59082,565000
59083,565000
59084,565000
59085,565000
59086,565000
59087,565000
59088,565000
59089,565000
59090,565000
59091,565000
59092,565000
59093,565000
59094,565000
59095,565000
59096,565000
59097,565000
59098,565000
59099,565000
59100,570000
59101,570000
59102,570000
59103,570000
59104,570000
59105,570000
59106,570000
59107,570000
59108,570000
59109,570000
59110,570000
59111,570000
59112,570000
59113,570000
59114,570000
59115,570000
59116,570000
59117,570000
59118,570000
59119,570000
59120,570000
59121,570000
59122,570000
59123,570000
59124,570000
59125,570000
59126,570000
59127,570000
59128,570000
59129,570000
59130,570000
59131,570000
59132,570000
59133,570000
59134,570000
59135,570000
59136,570000
59137,570000
59138,570000
59139,570000
59140,570000
59141,570000
59142,570000
59143,570000
59144,570000
59145,570000
59146,570000
59147,570000
59148,570000
59149,570000
59150,570000
59151,570000
59152,570000
59153,570000
59154,570000
59155,570000
59156,570000
59157,570000
59158,570000
59159,570000
59160,570000
59161,570000
59162,570000
59163,570000
59164,570000
59165,570000
59166,570000
59167,570000
59168,570000
59169,570000
59170,570000
59171,570000
59172,570000
59173,570000
59174,570000
59175,570000
59176,570000
59177,570000
59178,570000
59179,570000
59180,570000
59181,570000
59182,570000
59183,570000
59184,570000
59185,570000
59186,570000
59187,570000
59188,570000
59189,570000
59190,570000
59191,570000
59192,570000
59193,570000
59194,570000
59195,570000
59196,570000
59197,570000
59198,570000
59199,570000
59200,570000
59201,570000
59202,570000
59203,570000
59204,570000
59205,570000
59206,570000
59207,570000
59208,570000
59209,570000
59210,570000
59211,570000
59212,570000
59213,570000
59214,570000
59215,570000
59216,570000
59217,570000
59218,570000
59219,570000
59220,570000
59221,570000
59222,570000
59223,570000
59224,570000
59225,570000
59226,570000
59227,570000
59228,570000
59229,570000
59230,570000
59231,570000
59232,570000
59233,570000
59234,570000
59235,570000
59236,570000
59237,570000
59238,570000
59239,570000
59240,570000
59241,570000
59242,570000
59243,570000
59244,570000
59245,570000
59246,570000
59247,570000
59248,570000
59249,570000
59250,570000
59251,570000
59252,570000
59253,570000
59254,570000
59255,570000
59256,570000
59257,570000
59258,570000
59259,571000
59260,571000
59261,571000
59262,571000
59263,571000
59264,571000
59265,571000
59266,571000
59267,571000
59268,571000
59269,571000
59270,571000
59271,571000
59272,571000
59273,571000
59274,571000
59275,571000
59276,571000
59277,571000
59278,571000
59279,571000
59280,571000
59281,571000
59282,571000
59283,571000
59284,571000
59285,571000
59286,571000
59287,571000
59288,571000
59289,571000
59290,571000
59291,571000
59292,571000
59293,571000
59294,571000
59295,571000
59296,571000
59297,571000
59298,571000
59299,571000
59300,571000
59301,571000
59302,571000
59303,571000
59304,571000
59305,571000
59306,571000
59307,571000
59308,571000
59309,571000
59310,571000
59311,571000
59312,571000
59313,571000
59314,571000
59315,571000
59316,571000
59317,571000
59318,571000
59319,571000
59320,571000
59321,571000
59322,571000
59323,571000
59324,571000
59325,571000
59326,571000
59327,571000
59328,571000
59329,571000
59330,571000
59331,571000
59332,571000
59333,571000
59334,571000
59335,571000
59336,571000
59337,571000
59338,571000
59339,571000
59340,571000
59341,571000
59342,571000
59343,571000
59344,571000
59345,571000
59346,571000
59347,571000
59348,571000
59349,571000
59350,571000
59351,571000
59352,571000
59353,571000
59354,571000
59355,571000
59356,571000
59357,571000
59358,571000
59359,571000
59360,571000
59361,571000
59362,571000
59363,571000
59364,571000
59365,571000
59366,571000
59367,571000
59368,571000
59369,571000
59370,571000
59371,571000
59372,571000
59373,571000
59374,571000
59375,571000
59376,571000
59377,571000
59378,571000
59379,571000
59380,571000
59381,571000
59382,571000
59383,571000
59384,571000
59385,571000
59386,571000
59387,571000
59388,571000
59389,571000
59390,571000
59391,571000
59392,571000
59393,571000
59394,571000
59395,571000
59396,571000
59397,571000
59398,571000
59399,571000
59400,571000
59401,571000
59402,571000
59403,571000
59404,571000
59405,571000
59406,571000
59407,571000
59408,571000
59409,571000
59410,571000
59411,571000
59412,571000
59413,571000
59414,571000
59415,571000
59416,571000
59417,571000
59418,571000
59419,571000
59420,571000
59421,571000
59422,571000
59423,571000
59424,571000
59425,571000
59426,571000
59427,571000
59428,571000
59429,571000
59430,571000
59431,571000
59432,571000
59433,571000
59434,571000
59435,571000
59436,571000
59437,571000
59438,571000
59439,571000
59440,571000
59441,571000
59442,571000
59443,571000
59444,571000
59445,571000
59446,571000
59447,571000
59448,571000
59449,571000
59450,571000
59451,571000
59452,571000
59453,571000
59454,573000
59455,573000
59456,573000
59457,573000
59458,573000
59459,573000
59460,573000
59461,573000
59462,573000
59463,573000
59464,573000
59465,573000
59466,573000
59467,573000
59468,573000
59469,573000
59470,573000
59471,573000
59472,573000
59473,573000
59474,573000
59475,573000
59476,573000
59477,573000
59478,573000
59479,573000
59480,573000
59481,573000
59482,573000
59483,573000
59484,573000
59485,573000
59486,573000
59487,573000
59488,573000
59489,573000
59490,573000
59491,573000
59492,573000
59493,573000
59494,573000
59495,573000
59496,573000
59497,573000
59498,573000
59499,573000
59500,573000
59501,573000
59502,573000
59503,573000
59504,573000
59505,573000
59506,573000
59507,573000
59508,573000
59509,573000
59510,573000
59511,573000
59512,573000
59513,573000
59514,573000
59515,573000
59516,573000
59517,573000
59518,573000
59519,573000
59520,573000
59521,573000
59522,573000
59523,573000
59524,573000
59525,573000
59526,573000
59527,573000
59528,573000
59529,573000
59530,573000
59531,573000
59532,573000
59533,573000
59534,573000
59535,573000
59536,573000
59537,573000
59538,573000
59539,573000
59540,573000
59541,573000
59542,573000
59543,573000
59544,573000
59545,573000
59546,573000
59547,573000
59548,573000
59549,573000
59550,573000
59551,573000
59552,573000
59553,573000
59554,573000
59555,573000
59556,573000
59557,573000
59558,573000
59559,573000
59560,573000
59561,573000
59562,573000
59563,573000
59564,573000
59565,573000
59566,573000
59567,573000
59568,573000
59569,573000
59570,573000
59571,573000
59572,573000
59573,573000
59574,573000
59575,573000
59576,573000
59577,573000
59578,573000
59579,573000
59580,573000
59581,573000
59582,573000
59583,573000
59584,573000
59585,573000
59586,573000
59587,573000
59588,573000
59589,573000
59590,573000
59591,573000
59592,573000
59593,573000
59594,573000
59595,573000
59596,573000
59597,573000
59598,573000
59599,573000
59600,573000
59601,573000
59602,573000
59603,573000
59604,573000
59605,573000
59606,573000
59607,573000
59608,573000
59609,573000
59610,573000
59611,573000
59612,573000
59613,573000
59614,573000
59615,573000
59616,573000
59617,573000
59618,573000
59619,573000
59620,573000
59621,573000
59622,573000
59623,573000
59624,573000
59625,573000
59626,573000
59627,573000
59628,573000
59629,573000
59630,573000
59631,573000
59632,573000
59633,573000
59634,573000
59635,573000
59636,573000
59637,573000
59638,573000
59639,573000
59640,573000
59641,573000
59642,573000
59643,573000
59644,573000
59645,573000
59646,573000
59647,573000
59648,574000
59649,574000
59650,574000
59651,574000
59652,574000
59653,574000
59654,574000
59655,574000
59656,574000
59657,574000
59658,574000
59659,574000
59660,574000
59661,574000
59662,574000
59663,574000
59664,574000
59665,574000
59666,574000
59667,574000
59668,574000
59669,574000
59670,574000
59671,574000
59672,574000
59673,574000
59674,574000
59675,574000
59676,574000
59677,574000
59678,574000
59679,574000
59680,574000
59681,574000
59682,574000
59683,574000
59684,574000
59685,574000
59686,574000
59687,574000
59688,574000
59689,574000
59690,574000
59691,574000
59692,574000
59693,574000
59694,574000
59695,574000
59696,574000
59697,574000
59698,574000
59699,574000
59700,574000
59701,574000
59702,574000
59703,574000
59704,574000
59705,574000
59706,574000
59707,574000
59708,574000
59709,574000
59710,574000
59711,574000
59712,574000
59713,574000
59714,574000
59715,574000
59716,574000
59717,574000
59718,574000
59719,574000
59720,574000
59721,574000
59722,574000
59723,574000
59724,574000
59725,574000
59726,574000
59727,574000
59728,574000
59729,574000
59730,574000
59731,574000
59732,574000
59733,574000
59734,574000
59735,574000
59736,574000
59737,574000
59738,574000
59739,574000
59740,574000
59741,574000
59742,574000
59743,574000
59744,574000
59745,574000
59746,574000
59747,574000
59748,574000
59749,574000
59750,574000
59751,574000
59752,574000
59753,574000
59754,574000
59755,574000
59756,574000
59757,574000
59758,574000
59759,574000
59760,574000
59761,574000
59762,574000
59763,574000
59764,574000
59765,574000
59766,574000
59767,574000
59768,574000
59769,574000
59770,574000
59771,574000
59772,574000
59773,574000
59774,574000
59775,574000
59776,574000
59777,574000
59778,574000
59779,574000
59780,574000
59781,574000
59782,574000
59783,574000
59784,574000
59785,574000
59786,574000
59787,574000
59788,574000
59789,574000
59790,574000
59791,574000
59792,574000
59793,574000
59794,574000
59795,574000
59796,574000
59797,574000
59798,574000
59799,574000
59800,574000
59801,574000
59802,574000
59803,574000
59804,574000
59805,574000
59806,574000
59807,574000
59808,574000
59809,574000
59810,574000
59811,574000
59812,574000
59813,574000
59814,574000
59815,574000
59816,574000
59817,574000
59818,574000
59819,574000
59820,574000
59821,574000
59822,574000
59823,574000
59824,574000
59825,574000
59826,574000
59827,574000
59828,574000
59829,574000
59830,574000
59831,574000
59832,574000
59833,574000
59834,574000
59835,574000
59836,574000
59837,574000
59838,574000
59839,574000
59840,574000
59841,574000
59842,575000
59843,575000
59844,575000
59845,575000
59846,575000
59847,575000
59848,575000
59849,575000
59850,575000
59851,575000
59852,575000
59853,575000
59854,575000
59855,575000
59856,575000
59857,575000
59858,575000
59859,575000
59860,575000
59861,575000
59862,575000
59863,575000
59864,575000
59865,575000
59866,575000
59867,575000
59868,575000
59869,575000
59870,575000
59871,575000
59872,575000
59873,575000
59874,575000
59875,575000
59876,575000
59877,575000
59878,575000
59879,575000
59880,575000
59881,575000
59882,575000
59883,575000
59884,575000
59885,575000
59886,575000
59887,575000
59888,575000
59889,575000
59890,575000
59891,575000
59892,575000
59893,575000
59894,575000
59895,575000
59896,575000
59897,575000
59898,575000
59899,575000
59900,575000
59901,575000
59902,575000
59903,575000
59904,575000
59905,575000
59906,575000
59907,575000
59908,575000
59909,575000
59910,575000
59911,575000
59912,575000
59913,575000
59914,575000
59915,575000
59916,575000
59917,575000
59918,575000
59919,575000
59920,575000
59921,575000
59922,575000
59923,575000
59924,575000
59925,575000
59926,575000
59927,575000
59928,575000
59929,575000
59930,575000
59931,575000
59932,575000
59933,575000
59934,575000
59935,575000
59936,575000
59937,575000
59938,575000
59939,575000
59940,575000
59941,575000
59942,575000
59943,575000
59944,575000
59945,575000
59946,575000
59947,575000
59948,575000
59949,575000
59950,575000
59951,575000
59952,575000
59953,575000
59954,575000
59955,575000
59956,575000
59957,575000
59958,575000
59959,575000
59960,575000
59961,575000
59962,575000
59963,575000
59964,575000
59965,575000
59966,575000
59967,575000
59968,575000
59969,575000
59970,575000
59971,575000
59972,575000
59973,575000
59974,575000
59975,575000
59976,575000
59977,575000
59978,575000
59979,575000
59980,575000
59981,575000
59982,575000
59983,575000
59984,575000
59985,575000
59986,575000
59987,575000
59988,575000
59989,575000
59990,575000
59991,575000
59992,575000
59993,575000
59994,575000
59995,575000
59996,575000
59997,575000
59998,575000
59999,575000
60000,575000
60001,575000
60002,575000
60003,575000
60004,575000
60005,575000
60006,575000
60007,576000
60008,576000
60009,576000
60010,576000
60011,576000
60012,576000
60013,576000
60014,576000
60015,576000
60016,576000
60017,576000
60018,576000
60019,576000
60020,576000
60021,576000
60022,576000
60023,576000
60024,576000
60025,576000
60026,576000
60027,576000
60028,576000
60029,576000
60030,576000
60031,576000
60032,576000
60033,576000
60034,576000
60035,576000
60036,576000
60037,576000
60038,576000
60039,576000
60040,576000
60041,576000
60042,576000
60043,576000
60044,576000
60045,576000
60046,576000
60047,576000
60048,576000
60049,576000
60050,576000
60051,576000
60052,576000
60053,576000
60054,576000
60055,576000
60056,576000
60057,576000
60058,576000
60059,576000
60060,576000
60061,576000
60062,576000
60063,576000
60064,576000
60065,576000
60066,576000
60067,576000
60068,576000
60069,576000
60070,576000
60071,576000
60072,576000
60073,576000
60074,576000
60075,576000
60076,576000
60077,576000
60078,576000
60079,576000
60080,576000
60081,576000
60082,576000
60083,576000
60084,576000
60085,576000
60086,576000
60087,576000
60088,576000
60089,576000
60090,576000
60091,576000
60092,576000
60093,576000
60094,576000
60095,576000
60096,576000
60097,576000
60098,576000
60099,576000
60100,576000
60101,576000
60102,576000
60103,576000
60104,576000
60105,576000
60106,576000
60107,576000
60108,576000
60109,576000
60110,576000
60111,576000
60112,576000
60113,576000
60114,576000
60115,576000
60116,576000
60117,576000
60118,576000
60119,576000
60120,576000
60121,576000
60122,576000
60123,576000
60124,576000
60125,576000
60126,576000
60127,576000
60128,576000
60129,576000
60130,576000
60131,576000
60132,576000
60133,576000
60134,576000
60135,576000
60136,576000
60137,576000
60138,576000
60139,576000
60140,576000
60141,576000
60142,576000
60143,576000
60144,576000
60145,576000
60146,576000
60147,576000
60148,576000
60149,576000
60150,576000
60151,576000
60152,576000
60153,576000
60154,576000
60155,576000
60156,576000
60157,576000
60158,576000
60159,576000
60160,576000
60161,576000
60162,576000
60163,576000
60164,576000
60165,576000
60166,576000
60167,576000
60168,576000
60169,576000
60170,576000
60171,576000
60172,576000
60173,576000
60174,576000
60175,576000
60176,576000
60177,576000
60178,576000
60179,576000
60180,576000
60181,576000
60182,576000
60183,576000
60184,576000
60185,576000
60186,576000
60187,576000
60188,576000
60189,576000
60190,576000
60191,576000
60192,576000
60193,576000
60194,576000
60195,576000
60196,576000
60197,576000
60198,576000
60199,576000
60200,576000
60201,576000
60202,579000
60203,579000
60204,579000
60205,579000
60206,579000
60207,579000
60208,579000
60209,579000
60210,579000
60211,579000
60212,579000
60213,579000
60214,579000
60215,579000
60216,579000
60217,579000
60218,579000
60219,579000
60220,579000
60221,579000
60222,579000
60223,579000
60224,579000
60225,579000
60226,579000
60227,579000
60228,579000
60229,579000
60230,579000
60231,579000
60232,579000
60233,579000
60234,579000
60235,579000
60236,579000
60237,579000
60238,579000
60239,579000
60240,579000
60241,579000
60242,579000
60243,579000
60244,579000
60245,579000
60246,579000
60247,579000
60248,579000
60249,579000
60250,579000
60251,579000
60252,579000
60253,579000
60254,579000
60255,579000
60256,579000
60257,579000
60258,579000
60259,579000
60260,579000
60261,579000
60262,579000
60263,579000
60264,579000
60265,579000
60266,579000
60267,579000
60268,579000
60269,579000
60270,579000
60271,579000
60272,579000
60273,579000
60274,579000
60275,579000
60276,579000
60277,579000
60278,579000
60279,579000
60280,579000
60281,579000
60282,579000
60283,579000
60284,579000
60285,579000
60286,579000
60287,579000
60288,579000
60289,579000
60290,579000
60291,579000
60292,579000
60293,579000
60294,579000
60295,579000
60296,579000
60297,579000
60298,579000
60299,579000
60300,579000
60301,579000
60302,579000
60303,579000
60304,579000
60305,579000
60306,579000
60307,579000
60308,579000
60309,579000
60310,579000
60311,579000
60312,579000
60313,579000
60314,579000
60315,579000
60316,579000
60317,579000
60318,579000
60319,579000
60320,579000
60321,579000
60322,579000
60323,579000
60324,579000
60325,579000
60326,579000
60327,579000
60328,579000
60329,579000
60330,579000
60331,579000
60332,579000
60333,579000
60334,579000
60335,579000
60336,579000
60337,579000
60338,579000
60339,579000
60340,579000
60341,579000
60342,579000
60343,579000
60344,579000
60345,579000
60346,579000
60347,579000
60348,579000
60349,579000
60350,579000
60351,579000
60352,579000
60353,579000
60354,579000
60355,579000
60356,579000
60357,579000
60358,579000
60359,579000
60360,579000
60361,579000
60362,579000
60363,579000
60364,579000
60365,579000
60366,579000
60367,579000
60368,579000
60369,579000
60370,579000
60371,579000
60372,579000
60373,579000
60374,579000
60375,579000
60376,579000
60377,579000
60378,579000
60379,579000
60380,579000
60381,579000
60382,579000
60383,579000
60384,579000
60385,579000
60386,579000
60387,579000
60388,579000
60389,579000
60390,579000
60391,579000
60392,579000
60393,579000
60394,579000
60395,579000
60396,579000
60397,580000
60398,580000
60399,580000
60400,580000
60401,580000
60402,580000
60403,580000
60404,580000
60405,580000
60406,580000
60407,580000
60408,580000
60409,580000
60410,580000
60411,580000
60412,580000
60413,580000
60414,580000
60415,580000
60416,580000
60417,580000
60418,580000
60419,580000
60420,580000
60421,580000
60422,580000
60423,580000
60424,580000
60425,580000
60426,580000
60427,580000
60428,580000
60429,580000
60430,580000
60431,580000
60432,580000
60433,580000
60434,580000
60435,580000
60436,580000
60437,580000
60438,580000
60439,580000
60440,580000
60441,580000
60442,580000
60443,580000
60444,580000
60445,580000
60446,580000
60447,580000
60448,580000
60449,580000
60450,580000
60451,580000
60452,580000
60453,580000
60454,580000
60455,580000
60456,580000
60457,580000
60458,580000
60459,580000
60460,580000
60461,580000
60462,580000
60463,580000
60464,580000
60465,580000
60466,580000
60467,580000
60468,580000
60469,580000
60470,580000
60471,580000
60472,580000
60473,580000
60474,580000
60475,580000
60476,580000
60477,580000
60478,580000
60479,580000
